id,area,cocaine_low,cocaine_medium,cocaine_high,crack_low,crack_medium,crack_high,heroine_low,heroine_medium,heroine_high,prescriptions_low,prescriptions_medium,prescriptions_high,stimulants_low,stimulants_medium,stimulants_high,meth_low,meth_medium,meth_high,
A98,Rosedale-Moore Park,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A35,Westminster-Branson,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A30,Brookhaven-Amesbury,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A79,University,0.009605588,0.010423651,0.007215195,0.00073932,0.000487877,0.001050699,0.000781841,0.0014682,0.005346523,0.013417227,0.020057633,0.036632403,0.009771221,0.007721632,0.013014179,0.001045047,0.000442093,0.00235551,
A54,O'Connor-Parkview,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A1,West Humber-Clairville,0.002089888,0.004283998,0.010637586,0.000113194,0.000560771,0.002938049,0.00038565,0.000118437,0.001451495,0.005840606,0.007740898,0.031550845,0.000488336,0.000590088,0.004640442,0.000143903,0.000216787,0.005044102,
A88,High Park North,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A31,Yorkdale-Glen Park,4.1465E-10,4.00321E-10,0.000507282,4.14013E-10,0.000534928,0.000137668,3.20136E-10,5.18686E-10,0.000361343,0.000470903,0.001380082,0.009925734,1.55773E-09,0.000353638,0.002107927,2.37712E-10,1.55638E-10,0.000762269,
A107,Oakwood Village,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A64,Woodbine Corridor,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A73,Moss Park,0.0055294,0.005194674,0.010954767,0.000331702,0.000415375,0.001921297,0.000304991,0.000115415,0.002723347,0.008382049,0.013522349,0.028272646,0.001594252,0.002648309,0.008462914,0.000181138,0.000246153,0.003032566,
A135,Morningside,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A105,Lawrence Park North,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A136,West Hill,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A57,Broadview North,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A39,Bedford Park-Nortown,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A87,High Park-Swansea,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A2,Mount Olive-Silverstone-Jamestown,0.001142233,0.002526634,0.004253646,9.55526E-05,0.000339923,0.001239165,0.000305626,0.00013038,0.000751369,0.005522109,0.006605249,0.024894589,0.000481542,0.000555122,0.003639848,0.000178762,0.000147741,0.00294004,
A63,The Beaches,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A99,Mount Pleasant East,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A7,Willowridge-Martingrove-Richview,4.1465E-10,4.00321E-10,0.000507282,4.14013E-10,0.000534928,0.000137668,3.20136E-10,5.18686E-10,0.000361343,0.000470903,0.001380082,0.009925734,1.55773E-09,0.000353638,0.002107927,2.37712E-10,1.55638E-10,0.000762269,
A58,Old East York,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A71,Cabbagetown-South St.James Town,0.0055294,0.005194674,0.010954767,0.000331702,0.000415375,0.001921297,0.000304991,0.000115415,0.002723347,0.008382049,0.013522349,0.028272646,0.001594252,0.002648309,0.008462914,0.000181138,0.000246153,0.003032566,
A90,Junction Area,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A111,Rockcliffe-Smythe,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A10,Princess-Rosethorn,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A108,Briar Hill-Belgravia,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A6,Kingsview Village-The Westway,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A32,Englemount-Lawrence,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A91,Weston-Pellam Park,0.004210157,0.005226878,0.011929513,0.000371017,0.00147526,0.001836485,0.000690444,0.000382658,0.002752839,0.00780348,0.014883095,0.036218201,0.001244616,0.001716066,0.008751014,0.000140483,0.000350054,0.005037978,
A100,Yonge-Eglinton,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A56,Leaside-Bennington,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A13,Etobicoke West Mall,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A123,Cliffcrest,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A55,Thorncliffe Park,0.001301167,0.002713029,0.004915891,0.00017188,0.000213726,0.001747168,0.000250731,9.20986E-05,0.000817766,0.005155917,0.006504077,0.027508006,0.000345292,0.000993457,0.004638621,8.87779E-05,0.000179948,0.004043513,
A34,Bathurst Manor,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A133,Centennial Scarborough,0.001843522,0.001042775,0.005989917,0.000736801,0.000219396,0.001933093,1.78367E-10,0.000221629,0.002105098,0.00378316,0.004948089,0.015103293,1.99827E-09,0.000741962,0.00579254,2.97628E-10,0.000149773,0.001923229,
A139,Scarborough Village,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A33,Clanton Park,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A22,Humbermede,0.001142233,0.002526634,0.004253646,9.55526E-05,0.000339923,0.001239165,0.000305626,0.00013038,0.000751369,0.005522109,0.006605249,0.024894589,0.000481542,0.000555122,0.003639848,0.000178762,0.000147741,0.00294004,
A103,Lawrence Park South,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A16,Stonegate-Queensway,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A106,Humewood-Cedarvale,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A19,Long Branch,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A140,Guildwood,5.4458E-10,3.97854E-10,0.000465833,3.70141E-10,0.000150615,0.000144026,1.41415E-10,1.56442E-10,0.000357472,0.000505816,0.001253902,0.007748225,1.99533E-09,0.00054575,0.00203853,3.06505E-10,1.09443E-10,0.000458841,
A9,Edenbridge-Humber Valley,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A12,Markland Wood,5.4458E-10,3.97854E-10,0.000465833,3.70141E-10,0.000150615,0.000144026,1.41415E-10,1.56442E-10,0.000357472,0.000505816,0.001253902,0.007748225,1.99533E-09,0.00054575,0.00203853,3.06505E-10,1.09443E-10,0.000458841,
A67,Playter Estates-Danforth,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A92,Corso Italia-Davenport,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A96,Casa Loma,0.001843522,0.001042775,0.005989917,0.000736801,0.000219396,0.001933093,1.78367E-10,0.000221629,0.002105098,0.00378316,0.004948089,0.015103293,1.99827E-09,0.000741962,0.00579254,2.97628E-10,0.000149773,0.001923229,
A101,Forest Hill South,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A89,Runnymede-Bloor West Village,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A115,Mount Dennis,0.002621249,0.003310149,0.005512922,0.00056337,0.000562264,0.001092102,0.000448893,0.000297561,0.001550937,0.006888685,0.012505111,0.031577299,0.000880043,0.002889123,0.00874758,8.66681E-05,0.000290568,0.004038604,
A15,Kingsway South,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A97,Yonge-St. Clair,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A23,Pelmo Park-Humberlea,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A102,Forest Hill North,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A113,Weston,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A110,Keelesdale-Eglinton West,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A5,Elms-Old Rexdale,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A29,Maple Leaf,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A18,New Toronto,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A4,Rexdale-Kipling,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A21,Humber Summit,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A109,Caledonia-Fairbank,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A28,Rustic,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A114,Lambton Baby Point,0.003022106,0.003063737,0.004380477,0.000280005,0.000251788,0.000810335,0.000241705,0.000127053,0.001409745,0.007924962,0.011538516,0.022307989,0.001572071,0.002491379,0.0066381,0.000225018,0.000167754,0.001767582,
A3,Thistletown-Beaumond Heights,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A112,Beechborough-Greenbrook,0.002621249,0.003310149,0.005512922,0.00056337,0.000562264,0.001092102,0.000448893,0.000297561,0.001550937,0.006888685,0.012505111,0.031577299,0.000880043,0.002889123,0.00874758,8.66681E-05,0.000290568,0.004038604,
A20,Alderwood,0.002301071,0.00308273,0.004770248,0.000313193,0.000894258,0.000774564,0.000547174,0.000421244,0.001425011,0.007377944,0.01269963,0.028577277,0.0012273,0.001614377,0.006864078,0.000174514,0.000238563,0.00293647,
A8,Humber Heights-Westmount,4.1465E-10,4.00321E-10,0.000507282,4.14013E-10,0.000534928,0.000137668,3.20136E-10,5.18686E-10,0.000361343,0.000470903,0.001380082,0.009925734,1.55773E-09,0.000353638,0.002107927,2.37712E-10,1.55638E-10,0.000762269,
,,,,,,,,,,,,,,,,,,,,
